# Scene: /home/lighthouse/ros2_ws/src/lighthouse/lighthouse_isaac_hospital_scene/isaac_hospital_scene_spot.usd
# Total prims listed: 1893
TYPE                           X         Y         Z        QX      QY      QZ      QW     R_deg   P_deg   Y_deg  PATH
Xform                    -32.440    14.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_CornerTrim14
Xform                    -38.540    14.350     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M_CornerTrim15
Xform                    -42.041    18.057     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M_CornerTrim16
Xform                    -42.036    21.750     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_CornerTrim17
Xform                    -42.041     6.934     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_CornerTrim18
Xform                    -38.359    10.551     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_CornerTrim19
Xform                     11.160     4.150     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M_CornerTrim20
Xform                     14.160     4.150     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M_CornerTrim21
Xform                     17.260    28.751     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M_CornerTrim22
Xform                    -38.392    31.736     0.001     0.000   0.000   0.707  -0.743      0.00   -0.00  -90.00  /World/hospital/Geo_M_DoorFrame21_32
Xform                    -38.392    24.297     0.001     0.000   0.000   0.707  -0.743      0.00   -0.00  -90.00  /World/hospital/Geo_M_DoorFrame22_34
Xform                    -38.392    20.600     0.001     0.000   0.000   0.707  -0.743      0.00   -0.00  -90.00  /World/hospital/Geo_M_DoorFrame23_36
Xform                    -38.392    16.907     0.001     0.000   0.000   0.707  -0.743      0.00   -0.00  -90.00  /World/hospital/Geo_M_DoorFrame24
Xform                    -42.181    30.308     0.001     0.000   0.000   0.743   0.707      0.00    0.00   95.64  /World/hospital/Geo_M_DoorFrame25
Xform                    -42.181    26.597     0.001     0.000   0.000   0.743   0.707      0.00    0.00   95.64  /World/hospital/Geo_M_DoorFrame37
Xform                    -42.181    22.888     0.001     0.000   0.000   0.743   0.707      0.00    0.00   95.64  /World/hospital/Geo_M_DoorFrame38
Xform                    -42.181    15.501     0.001     0.000   0.000   0.743   0.707      0.00    0.00   95.64  /World/hospital/Geo_M_DoorFrame39_42
Xform                    -42.181    11.769     0.001     0.000   0.000   0.743   0.707      0.00    0.00   95.64  /World/hospital/Geo_M_DoorFrame45
Xform                    -42.181     8.092     0.001     0.000   0.000   0.743   0.707      0.00    0.00   95.64  /World/hospital/Geo_M_DoorFrame46
Xform                    -48.209    10.434     0.970     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_Window11
Xform                    -48.209    14.163     0.970     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_Window12
Xform                    -48.209    17.830     0.970     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_Window13
Xform                    -48.209    25.230     0.970     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_Window14
Xform                    -48.209    28.930     0.970     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_Window15
Xform                    -48.209    32.646     0.970     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_Window16
Xform                    -32.355    29.370     0.970     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_Window17
Xform                    -32.355    25.670     0.970     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_Window18
Xform                    -21.617    12.983     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFrame47
Xform                    -18.043    12.963     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFloor7_58
Xform                    -18.136    12.983     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFrame48
Xform                     -8.394    12.468     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFloor8_61
Xform                     -8.487    12.538     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFrame49
Xform                     -4.989    12.538     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFrame50
Xform                     -1.503    12.538    -0.008     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFrame51
Xform                      1.963    12.538    -0.008     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DoorFrame52
Xform                     -1.389     8.666     0.001     0.000   0.000   1.045   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_DoorFrame53
Xform                     -8.384     8.666     0.001     0.000   0.000   1.045   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_DoorFrame54
Xform                    -11.892     8.666     0.001     0.000   0.000   1.045   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_DoorFrame55
Xform                    -22.386     8.666     0.001     0.000   0.000   1.045   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_DoorFrame56
Xform                    -32.135    10.539     0.001     0.000   0.000   0.707   0.325      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase2_26
Xform                    -32.135     7.683     0.001     0.000   0.000   0.707   0.325      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase2_27
Xform                    -32.172     7.247     0.001     0.000   0.000   0.000   0.880      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase2_28
Xform                    -37.740    10.547     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_WallDoorCostum4_76
Xform                    -38.335    10.105     0.001     0.000   0.000  -0.325   0.707      0.00    0.00  -30.25  /World/hospital/Geo_W_TrimStrateBase2_29
Xform                    -41.690     4.389     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_StairsPlaneHalfRail
Xform                     19.209    11.137     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low4
Xform                     19.209    12.792     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low5
Xform                     19.209    14.762     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low30
Xform                     19.209    16.418     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low31
Xform                     19.209    18.441     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low32
Xform                     19.209    20.096     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low33
Xform                     19.209    22.066     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low34
Xform                     19.209    23.911     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low35
Xform                     19.209    25.789     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low36
Xform                     19.209    27.634     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low37
Xform                     19.209    29.404     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low38
Xform                    -12.984     3.492     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low165
Xform                    -15.750     3.492     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low168
Xform                    -18.563     3.492     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low171
Xform                    -21.201     3.492     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low174
Xform                    -23.961     3.492     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low177
Xform                      2.701    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low193
Xform                     -0.121    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low196
Xform                     -2.834    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low198
Xform                    -31.237    22.855     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low269
Xform                    -34.938    12.706     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low264_446
Xform                    -37.679    12.706     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low272
Xform                    -40.373    12.706     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low274
Xform                    -40.373    10.005     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low277
Xform                    -40.373    15.480     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low280
Xform                    -40.373    18.163     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low283
Xform                    -40.373    20.880     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low286
Xform                    -40.373    23.700     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low289
Xform                    -40.373    26.426     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low292
Xform                    -40.373    29.212     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low295
Xform                    -40.373    32.078     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low298
Xform                    -44.172    20.027     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low299_480
Xform                    -46.929    20.027     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low303
Xform                    -40.373     7.159     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low306
Xform                    -40.373     4.383     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low309
Xform                    -43.209     4.383     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low312
Xform                    -45.913     4.383     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low315
Xform                     25.538    -0.639     0.970     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_Window19
Xform                     25.538    -4.139     0.970     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_Window20
Xform                      7.649    12.402     2.996     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_StairsPlaneHalf9_517
Xform                     18.253    34.553     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_StairsPlaneHalfRail2
Xform                     18.253    36.735     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_StairsPlaneHalfRail3
Xform                     15.450    32.007     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M_StairsPlaneHalfRail4
Xform                     13.117    32.008     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M_StairsPlaneHalfRail5
Xform                    -32.182    12.706     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low265_571
Xform                     -5.569    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low194_650
Xform                     -8.270    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low197_651
Xform                    -12.996    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low199_652
Xform                    -11.087    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low202_653
Xform                    -14.835    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low200_655
Xform                    -17.485    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low201_657
Xform                    -20.233    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low203_659
Xform                    -23.010    10.910     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low204_661
Xform                     18.930    -4.380     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_DobleDoor6
Xform                    -40.310    32.782     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_DobleDoor7
Xform                     20.780    30.820     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_M_DobleDoor8
Xform                    -32.135     8.880     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M_DobleDoor9
Xform                    -38.330     8.880     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M_DobleDoor10
Xform                     12.120    10.317     5.973     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum12
Xform                     12.120    18.427     5.973     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum13
Xform                     15.858    33.081    -2.948     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Cube_9
Xform                    -43.411     4.799    -2.948     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Cube2
Xform                    -33.067     6.352     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low273
Xform                    -33.067     4.460     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low275
Xform                    -33.067     2.632     3.013     1.000   0.000   0.000  -0.000   -180.00   -0.00    0.00  /World/hospital/Geo_M_Light2_low276
Xform                    -38.455    15.575     1.132     0.000   0.000   0.819  -0.574      0.00   -0.00 -110.00  /World/hospital/SM_Door_01c_8
Xform                    -38.455    19.275     1.132     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Door_01c2
Xform                    -38.455    22.975     1.132     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Door_01c3
Xform                    -38.455    26.675     1.132     0.000   0.000   0.819  -0.574      0.00   -0.00 -110.00  /World/hospital/SM_Door_01c4
Xform                    -38.455    30.398     1.132     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Door_01c5
Xform                     -5.312    -2.362    -0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_WaterDispenser_01a_15
Xform                    -12.583     5.730     0.001     0.000   0.000   1.118   0.000      0.00    0.00  180.00  /World/hospital/SM_ShelfSet_01a_18
Xform                    -13.634     7.369     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_SupplyCart_01e_21
Xform                    -12.839     6.708     0.001     0.000   0.000   0.940   0.342      0.00    0.00  140.00  /World/hospital/SM_Chair_01a_24
Xform                    -11.588     5.770     1.283     0.000   0.000   0.985  -0.174      0.00   -0.00 -160.00  /World/hospital/SM_Computer_02b_30
Xform                      4.544     4.406     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/SM_ReceptionDesk_01a_46
Xform                     -0.589     4.406     0.000     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/SM_ReceptionDesk_01a2_52
Xform                      1.535     2.202     1.321     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_ReceptionDesk_01b_55
Xform                     -0.323     4.865     0.000     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_MedShelf_01d_67
Xform                    -11.185    -1.646     0.000     0.000   0.000   0.707   0.974      0.00    0.00   90.00  /World/hospital/SM_SideTable_02a_73
Xform                     -7.565     0.292     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Chair_02a4
Xform                     -7.565     1.041     0.000     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_Chair_02a5
Xform                     -5.117     0.292     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Chair_02a6
Xform                     -5.117     1.041     0.000     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_Chair_02a7
Xform                      2.809    -2.594     1.439     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_SoapDispenser_01a_82
Xform                      0.898     3.360     0.000     0.000   0.000   0.766  -0.643      0.00   -0.00 -100.00  /World/hospital/SM_Chair_04a2_88
Xform                    -16.797    12.908     1.128     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Door_01b_2
Xform                    -20.297    12.908     1.128     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Door_01b2
Xform                    -22.497     8.855     1.128     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Door_01b3
Xform                    -11.997     8.855     1.128     0.000   0.000   0.423   0.906      0.00    0.00   50.00  /World/hospital/SM_Door_01b4
Xform                     -8.497     8.855     1.128     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Door_01b5_8
Xform                     -1.497     8.855     1.128     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Door_01b6
Xform                      4.151     2.248     1.322     0.000   0.000  -0.342   0.940      0.00    0.00  -40.00  /World/hospital/SM_Book_01c_2
Xform                      4.083     2.331     1.366     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Book_01d_5
Xform                      3.337     2.718     0.881     0.000   0.000   0.996  -0.087      0.00   -0.00 -170.00  /World/hospital/SM_Computer_02b2_11
Xform                      2.774     2.756     0.881     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/SM_Computer_02d_14
Xform                      2.258     2.463     1.322     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Container_01a_17
Xform                      2.410     5.350     2.422     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Intercom_01a_20
Xform                     -7.412     5.350     2.422     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Intercom_01a2
Xform                    -23.426     5.350     2.422     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Intercom_01a3
Xform                    -10.506     4.889    -0.006     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_SupplyCart_02a_28
Xform                     -9.384     5.522     1.282     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_PillBottleSet_01a_31
Xform                     -8.254     5.350     1.392     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_SoapDispenser_01a2_34
Xform                    -11.592     4.734     0.000     0.000   0.000   0.996  -0.087      0.00   -0.00 -170.00  /World/hospital/SM_WheelChair_01a_37
Xform                    -19.391     2.318     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Shelf_06f_40
Xform                    -14.113     2.120     0.000     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_Scale_01a_43
Xform                    -20.344     2.829     0.000     0.000   0.000   0.940   0.342      0.00    0.00  140.00  /World/hospital/SM_MopSet_01b_47
Xform                    -18.484     1.867     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_MopSet_01a_50
Xform                    -10.588    -2.749     2.545     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Intercom_01a4_53
Xform                     15.945    10.250     2.518     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Intercom_01a5_56
Xform                     12.677     9.808     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_DisposalStand_03_65
Xform                    -15.177     2.278     0.000     0.000   0.000   0.940   0.342      0.00    0.00  140.00  /World/hospital/SM_Chair_01a2_68
Xform                     10.522    -1.792     0.000     0.000   0.000   1.184  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_SideTable_02a2
Xform                      3.743    -2.516     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/trashcan_2
Xform                      3.430     7.545     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Chart_Rack_01c_88
Xform                      4.833     3.788     0.001     0.000   0.000   0.643   0.766      0.00    0.00   80.00  /World/hospital/SM_SupplyCart_02a2_91
Xform                      5.401     2.070     0.000     0.000   0.000  -0.574   0.819      0.00    0.00  -70.00  /World/hospital/SM_WheelChair_01a2
Xform                     -4.026     4.965     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_SideTable_02a3
Xform                     -3.750     5.121     0.812     0.000   0.000  -0.174   0.985      0.00    0.00  -20.00  /World/hospital/SM_Toolkit_02i_3
Xform                     -4.061     4.832     0.812     0.000   0.000  -0.087   0.996      0.00    0.00  -10.00  /World/hospital/SM_UtilitiesTray_01e_6
Xform                     -1.397    12.395     1.128     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_Door_01b7
Xform                      2.071    12.395     1.128     0.000   0.000   0.996  -0.087      0.00   -0.00 -170.00  /World/hospital/SM_Door_01b8
Xform                     -4.888    12.395     1.128     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_Door_01b9
Xform                     -8.391    12.395     1.128     0.000   0.000   0.866  -0.500      0.00   -0.00 -120.00  /World/hospital/SM_Door_01b10
Xform                     16.623     9.751     0.000     0.000   0.000   1.133  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_SideTable_02a4
Xform                     19.644    10.678     0.001     0.000   0.000  -0.288   1.000      0.00    0.00  -34.61  /World/hospital/S_WetWarningSign
Xform                     16.875     9.512     0.812     0.000   0.000  -0.574   0.819      0.00    0.00  -70.00  /World/hospital/SM_BooksSet_26
Xform                     16.725     9.650     0.812     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_BottleF_45
Xform                     20.764     9.009     0.010     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Door_01_48
Xform                     20.811     5.294     1.128     0.000   0.000   0.766   0.643      0.00    0.00  100.00  /World/hospital/SM_Door_02b_51
Xform                     20.811    -0.191     1.128     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_Door_02b2
Xform                     20.811    12.708     1.128     0.000   0.000   0.766   0.643      0.00    0.00  100.00  /World/hospital/SM_Door_02b3
Xform                     20.811    16.413     1.128     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Door_02b4
Xform                     14.052     2.687     0.010     0.000   0.000  -0.645   0.775      0.00    0.00  -80.47  /World/hospital/SM_Door_2
Xform                     14.145    -0.866     0.010     0.000   0.000   0.976  -0.260      0.00   -0.00 -150.68  /World/hospital/SM_Door_3
Xform                    -34.123     5.015    -0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_WaterDispenser_01a2
Xform                    -34.137     6.827     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/trashcan_3
Xform                    -33.745     5.885     0.000     0.000   0.000  -0.924   0.707      0.00    0.00 -118.41  /World/hospital/SM_SideTable_02a5
Xform                    -33.555     6.058     0.812     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_BooksSet_27
Xform                    -33.693     5.908     0.812     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_BottleF2
Xform                    -27.706    15.166     0.000     0.000   0.000   0.170   1.000      0.00    0.00   19.80  /World/hospital/warningsign_01
Xform                    -23.909    20.873     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_DisposalStand_4
Xform                    -23.966    16.927     0.000     0.000   0.000   1.108   0.707      0.00    0.00  132.90  /World/hospital/SM_SideTable_02a6
Xform                    -24.205    16.675     0.812     0.000   0.000   0.985  -0.174      0.00   -0.00 -160.00  /World/hospital/SM_BooksSet_28
Xform                    -24.067    16.825     0.812     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_BottleF3
Xform                    -24.226    22.977     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Shelf_06f2
Xform                    -25.245    22.893     0.000     0.000   0.000   0.996   0.087      0.00    0.00  170.00  /World/hospital/SM_Shelf_06f3
Xform                    -26.252    22.977     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_Shelf_06f4
Xform                    -27.203    22.977     0.000     0.000   0.000   0.724   0.689      0.00    0.00   92.83  /World/hospital/SM_Shelf_06f5
Xform                    -27.358    21.649    -0.006     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_SupplyCart_02a3
Xform                    -24.199    22.069     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Cart_01a_89
Xform                    -29.109    23.428     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Chart_Rack_01a_92
Xform                    -31.523    22.365     0.000     0.000   0.000   0.665   0.747      0.00    0.00   83.37  /World/hospital/SM_Gurney_01a_95
Xform                    -31.429    20.473     0.000     0.000   0.000   0.444   0.896      0.00    0.00   52.70  /World/hospital/SM_Gurney_01a2
Xform                    -30.106    23.486     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_GasCart_01b_99
Xform                    -30.000    22.992     0.080     0.160   0.694   0.158  -0.684    180.00  -89.15  154.05  /World/hospital/SM_GasCart_01c_102
Xform                    -25.209     7.804     0.000     0.000   0.000   0.726  -0.688      0.00   -0.00  -93.06  /World/hospital/SM_MedicalBag_01a_105
Xform                    -25.179     7.154     0.000     0.000   0.000  -0.702   0.712      0.00    0.00  -89.25  /World/hospital/SM_Scale_01a2_111
Xform                    -25.371     5.978     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_SupplyCart_02a4_114
Xform                    -24.835     7.976     1.842     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_Xraylightbox_01a_117
Xform                    -30.126     1.751     1.592     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/SM_WallMount_01_120
